Time,Rig,Inlet,Tube,Outlet
0.037116050720214844,2.0061833171677983,3.1579776915615914,3.509578079534433,3.6914403491755583
0.18648171424865723,-1.7280552861299712,2.1759214354995153,2.0425557710960236,0.6967749757516973
0.3137543201446533,-1.7280552861299712,2.1759214354995153,2.0425557710960236,0.6967749757516973
0.4405786991119385,-1.7280552861299712,2.1759214354995153,2.0425557710960236,0.6967749757516973
0.5678348541259766,-1.7280552861299712,2.1759214354995153,2.0425557710960236,0.6967749757516973
0.6986474990844727,-1.2794616876818623,3.121605237633366,3.024612027158099,1.642458777885548
0.8256874084472656,-1.2794616876818623,3.121605237633366,3.024612027158099,1.642458777885548
0.9526472091674805,-1.2794616876818623,3.121605237633366,3.024612027158099,1.642458777885548
1.0794456005096436,-1.2794616876818623,3.121605237633366,3.024612027158099,1.642458777885548
1.2069337368011475,-1.2067167798254124,3.3883365664403495,3.3883365664403495,1.569713870029098
1.333740234375,-1.2067167798254124,3.3883365664403495,3.3883365664403495,1.569713870029098
1.4607324600219727,-1.2067167798254124,3.3883365664403495,3.3883365664403495,1.569713870029098
1.58835768699646,-1.2067167798254124,3.3883365664403495,3.3883365664403495,1.569713870029098
1.718590259552002,0.6725266731328807,7.534796314258002,8.153128031037829,6.504243452958293
1.8453598022460938,0.6725266731328807,7.534796314258002,8.153128031037829,6.504243452958293
1.9724302291870117,0.6725266731328807,7.534796314258002,8.153128031037829,6.504243452958293
2.0998995304107666,0.6725266731328807,7.534796314258002,8.153128031037829,6.504243452958293
2.2387471199035645,2.939742967992241,8.94119786614937,9.256425800193988,7.886396702230844
2.357722759246826,2.939742967992241,8.94119786614937,9.256425800193988,7.886396702230844
2.4846136569976807,2.939742967992241,8.94119786614937,9.256425800193988,7.886396702230844
2.611541748046875,2.939742967992241,8.94119786614937,9.256425800193988,7.886396702230844
2.738356590270996,3.6671920465567416,9.401915615906887,9.777764306498545,8.492604267701262
2.8656208515167236,3.6671920465567416,9.401915615906887,9.777764306498545,8.492604267701262
2.992081642150879,3.6671920465567416,9.401915615906887,9.777764306498545,8.492604267701262
3.1196136474609375,3.6671920465567416,9.401915615906887,9.777764306498545,8.492604267701262
3.246518611907959,3.267095053346266,8.650218234723571,8.892701260911737,7.63178952473327
3.3733136653900146,3.267095053346266,8.650218234723571,8.892701260911737,7.63178952473327
3.5003647804260254,3.267095053346266,8.650218234723571,8.892701260911737,7.63178952473327
3.627476453781128,3.267095053346266,8.650218234723571,8.892701260911737,7.63178952473327
3.75425386428833,2.7578806983511157,7.534796314258002,7.898520853540252,6.807347235693502
3.8811631202697754,2.7578806983511157,7.534796314258002,7.898520853540252,6.807347235693502
4.007833242416382,2.7578806983511157,7.534796314258002,7.898520853540252,6.807347235693502
4.135016679763794,2.7578806983511157,7.534796314258002,7.898520853540252,6.807347235693502
4.262218952178955,1.7394519883608148,3.073108632395732,3.448957322987391,3.570198836081475
4.389100074768066,1.7394519883608148,3.073108632395732,3.448957322987391,3.570198836081475
4.516048192977905,1.7394519883608148,3.073108632395732,3.448957322987391,3.570198836081475
4.643040418624878,1.7394519883608148,3.073108632395732,3.448957322987391,3.570198836081475
4.770019054412842,0.7937681862269642,0.0905674102812803,0.4179194956353055,1.897065955383123
4.896960735321045,0.7937681862269642,0.0905674102812803,0.4179194956353055,1.897065955383123
5.023780822753906,0.7937681862269642,0.0905674102812803,0.4179194956353055,1.897065955383123
5.183805227279663,0.7937681862269642,0.0905674102812803,0.4179194956353055,1.897065955383123
5.3107593059539795,5.4979388942774,2.7578806983511157,3.7641852570320085,4.515882638215325
5.437820672988892,5.4979388942774,2.7578806983511157,3.7641852570320085,4.515882638215325
5.5646889209747314,5.4979388942774,2.7578806983511157,3.7641852570320085,4.515882638215325
5.691822052001953,5.4979388942774,2.7578806983511157,3.7641852570320085,4.515882638215325
5.818654775619507,1.642458777885548,5.413069835111543,5.437318137730359,4.321896217264792
5.945669889450073,1.642458777885548,5.413069835111543,5.437318137730359,4.321896217264792
6.072619676589966,1.642458777885548,5.413069835111543,5.437318137730359,4.321896217264792
6.199475049972534,1.642458777885548,5.413069835111543,5.437318137730359,4.321896217264792
6.330710172653198,5.316076624636276,0.5149127061105723,1.6667070805043647,3.4125848690591662
6.457538843154907,5.316076624636276,0.5149127061105723,1.6667070805043647,3.4125848690591662
6.5845794677734375,5.316076624636276,0.5149127061105723,1.6667070805043647,3.4125848690591662
6.7115256786346436,5.316076624636276,0.5149127061105723,1.6667070805043647,3.4125848690591662
6.838757038116455,3.012487875848691,4.455261881668283,2.309287099903007,3.4610814742967992
6.965023994445801,3.012487875848691,4.455261881668283,2.309287099903007,3.4610814742967992
7.09247612953186,3.012487875848691,4.455261881668283,2.309287099903007,3.4610814742967992
7.2195069789886475,3.012487875848691,4.455261881668283,2.309287099903007,3.4610814742967992
7.3463006019592285,6.055649854510185,3.436833171677983,3.012487875848691,5.437318137730359
7.4733030796051025,6.055649854510185,3.436833171677983,3.012487875848691,5.437318137730359
7.600342512130737,6.055649854510185,3.436833171677983,3.012487875848691,5.437318137730359
7.727128505706787,6.055649854510185,3.436833171677983,3.012487875848691,5.437318137730359
7.854240894317627,2.6608874878758484,9.050315227934044,9.244301648884578,9.365543161978662
7.980820894241333,2.6608874878758484,9.050315227934044,9.244301648884578,9.365543161978662
8.108248710632324,2.6608874878758484,9.050315227934044,9.244301648884578,9.365543161978662
8.237437009811401,2.6608874878758484,9.050315227934044,9.244301648884578,9.365543161978662
8.362211465835571,7.728782735208536,1.5575897187196894,2.06680407371484,4.358268671193017
8.490185976028442,7.728782735208536,1.5575897187196894,2.06680407371484,4.358268671193017
8.615630388259888,7.728782735208536,1.5575897187196894,2.06680407371484,4.358268671193017
8.74312686920166,7.728782735208536,1.5575897187196894,2.06680407371484,4.358268671193017
8.874067068099976,-1.4613239573229873,1.2302376333656644,0.9028855480116392,0.9877546071774975
9.001312255859375,-1.4613239573229873,1.2302376333656644,0.9028855480116392,0.9877546071774975
9.12817668914795,-1.4613239573229873,1.2302376333656644,0.9028855480116392,0.9877546071774975
9.25514817237854,-1.4613239573229873,1.2302376333656644,0.9028855480116392,0.9877546071774975
9.38619065284729,7.813651794374395,0.648278370514064,1.1696168768186228,3.3155916585839
9.513222932815552,7.813651794374395,0.648278370514064,1.1696168768186228,3.3155916585839
9.640016078948975,7.813651794374395,0.648278370514064,1.1696168768186228,3.3155916585839
9.766980409622192,7.813651794374395,0.648278370514064,1.1696168768186228,3.3155916585839
9.89407205581665,2.879122211445199,9.438288069835112,9.935378273520854,7.971265761396703
10.0208899974823,2.879122211445199,9.438288069835112,9.935378273520854,7.971265761396703
10.18076229095459,2.879122211445199,9.438288069835112,9.935378273520854,7.971265761396703
10.30774998664856,3.6550678952473334,9.59590203685742,9.935378273520854,9.438288069835112
10.434640169143677,3.6550678952473334,9.59590203685742,9.935378273520854,9.438288069835112
10.566941738128662,3.6550678952473334,9.59590203685742,9.935378273520854,9.438288069835112
10.692605257034302,3.6550678952473334,9.59590203685742,9.935378273520854,9.438288069835112
10.819574117660522,3.6671920465567416,7.898520853540252,7.9227691561590685,7.971265761396703
10.946769952774048,3.6671920465567416,7.898520853540252,7.9227691561590685,7.971265761396703
11.073745489120483,3.6671920465567416,7.898520853540252,7.9227691561590685,7.971265761396703
11.200617790222168,3.6671920465567416,7.898520853540252,7.9227691561590685,7.971265761396703
11.327629804611206,3.327715809893308,6.09202230843841,6.3587536372453926,6.649733268671193
11.45460033416748,3.327715809893308,6.09202230843841,6.3587536372453926,6.649733268671193
11.581254482269287,3.327715809893308,6.09202230843841,6.3587536372453926,6.649733268671193
11.708500623703003,3.327715809893308,6.09202230843841,6.3587536372453926,6.649733268671193
11.835481405258179,2.8669980601357907,4.309772065955383,4.273399612027159,5.364573229873909
11.962465047836304,2.8669980601357907,4.309772065955383,4.273399612027159,5.364573229873909
12.089272260665894,2.8669980601357907,4.309772065955383,4.273399612027159,5.364573229873909
12.216213703155518,2.8669980601357907,4.309772065955383,4.273399612027159,5.364573229873909
12.34333324432373,2.06680407371484,2.0425557710960236,1.9455625606207565,2.4790252182347237
